Area_name,Delim,POP010210D
"Hertford, NC",#,24669
"Hoke, NC",#,46952
"Hyde, NC",#,5810
"Iredell, NC",#,159437
"Jackson, NC",#,40271
"Johnston, NC",#,168878
"Jones, NC",#,10153
"Lee, NC",#,57866
"Lenoir, NC",#,59495
"Lincoln, NC",#,78265
"McDowell, NC",#,44996
"Macon, NC",#,33922
"Madison, NC",#,20764
"Martin, NC",#,24505
"Mecklenburg, NC",#,919628
"Mitchell, NC",#,15579
"Montgomery, NC",#,27798
"Moore, NC",#,88247
"Nash, NC",#,95840
"New Hanover, NC",#,202667
"Northampton, NC",#,22099
"Onslow, NC",#,177772
"Orange, NC",#,133801
"Pamlico, NC",#,13144
"Pasquotank, NC",#,40661
"Pender, NC",#,52217
"Perquimans, NC",#,13453
"Person, NC",#,39464
"Pitt, NC",#,168148
"Polk, NC",#,20510
"Randolph, NC",#,141752
"Richmond, NC",#,46639
"Robeson, NC",#,134168
"Rockingham, NC",#,93643
"Rowan, NC",#,138428
"Rutherford, NC",#,67810
"Sampson, NC",#,63431
"Scotland, NC",#,36157
"Stanly, NC",#,60585
"Stokes, NC",#,47401
"Surry, NC",#,73673
"Swain, NC",#,13981
"Transylvania, NC",#,33090
"Tyrrell, NC",#,4407
"Union, NC",#,201292
"Vance, NC",#,45422
"Wake, NC",#,900993
"Warren, NC",#,20972
"Washington, NC",#,13228
"Watauga, NC",#,51079
"Wayne, NC",#,122623
"Wilkes, NC",#,69340
"Wilson, NC",#,81234
"Yadkin, NC",#,38406
"Yancey, NC",#,17818
NORTH DAKOTA,#,672591
"Adams, ND",#,2343
"Barnes, ND",#,11066
"Benson, ND",#,6660
"Billings, ND",#,783
"Bottineau, ND",#,6429
"Bowman, ND",#,3151
"Burke, ND",#,1968
"Burleigh, ND",#,81308
"Cass, ND",#,149778
"Cavalier, ND",#,3993
"Dickey, ND",#,5289
"Divide, ND",#,2071
"Dunn, ND",#,3536
"Eddy, ND",#,2385
"Emmons, ND",#,3550
"Foster, ND",#,3343
"Golden Valley, ND",#,1680
"Grand Forks, ND",#,66861
"Grant, ND",#,2394
"Griggs, ND",#,2420
"Hettinger, ND",#,2477
"Kidder, ND",#,2435
"LaMoure, ND",#,4139
"Logan, ND",#,1990
"McHenry, ND",#,5395
"McIntosh, ND",#,2809
"McKenzie, ND",#,6360
"McLean, ND",#,8962
"Mercer, ND",#,8424
"Morton, ND",#,27471
"Mountrail, ND",#,7673
"Nelson, ND",#,3126
"Oliver, ND",#,1846
"Pembina, ND",#,7413
"Pierce, ND",#,4357
"Ramsey, ND",#,11451
"Ransom, ND",#,5457
"Renville, ND",#,2470
"Richland, ND",#,16321
"Rolette, ND",#,13937
"Sargent, ND",#,3829
"Sheridan, ND",#,1321
"Sioux, ND",#,4153
"Slope, ND",#,727
"Stark, ND",#,24199
"Steele, ND",#,1975
"Stutsman, ND",#,21100
"Towner, ND",#,2246
"Traill, ND",#,8121
"Walsh, ND",#,11119
"Ward, ND",#,61675
"Wells, ND",#,4207
"Williams, ND",#,22398
OHIO,#,11536504
"Adams, OH",#,28550
"Allen, OH",#,106331
"Ashland, OH",#,53139
"Ashtabula, OH",#,101497
"Athens, OH",#,64757
"Auglaize, OH",#,45949
"Belmont, OH",#,70400
"Brown, OH",#,44846
"Butler, OH",#,368130
"Carroll, OH",#,28836
"Champaign, OH",#,40097
"Clark, OH",#,138333
"Clermont, OH",#,197363
"Clinton, OH",#,42040
"Columbiana, OH",#,107841
"Coshocton, OH",#,36901
"Crawford, OH",#,43784
"Cuyahoga, OH",#,1280122
"Darke, OH",#,52959
"Defiance, OH",#,39037
"Delaware, OH",#,174214
"Erie, OH",#,77079
"Fairfield, OH",#,146156
"Fayette, OH",#,29030
"Franklin, OH",#,1163414
"Fulton, OH",#,42698
"Gallia, OH",#,30934
"Geauga, OH",#,93389
"Greene, OH",#,161573
"Guernsey, OH",#,40087
"Hamilton, OH",#,802374
"Hancock, OH",#,74782
"Hardin, OH",#,32058
"Harrison, OH",#,15864
"Henry, OH",#,28215
"Highland, OH",#,43589
"Hocking, OH",#,29380
"Holmes, OH",#,42366
"Huron, OH",#,59626
"Jackson, OH",#,33225
"Jefferson, OH",#,69709
"Knox, OH",#,60921
"Lake, OH",#,230041
"Lawrence, OH",#,62450
"Licking, OH",#,166492
"Logan, OH",#,45858
"Lorain, OH",#,301356
"Lucas, OH",#,441815
"Madison, OH",#,43435
"Mahoning, OH",#,238823
"Marion, OH",#,66501
"Medina, OH",#,172332
"Meigs, OH",#,23770
"Mercer, OH",#,40814
"Miami, OH",#,102506
"Monroe, OH",#,14642
"Montgomery, OH",#,535153
"Morgan, OH",#,15054
"Morrow, OH",#,34827
"Muskingum, OH",#,86074
"Noble, OH",#,14645
"Ottawa, OH",#,41428
"Paulding, OH",#,19614
"Perry, OH",#,36058
"Pickaway, OH",#,55698
"Pike, OH",#,28709
"Portage, OH",#,161419
"Preble, OH",#,42270
"Putnam, OH",#,34499
"Richland, OH",#,124475
"Ross, OH",#,78064
"Sandusky, OH",#,60944
"Scioto, OH",#,79499
"Seneca, OH",#,56745
"Shelby, OH",#,49423
"Stark, OH",#,375586
"Summit, OH",#,541781
"Trumbull, OH",#,210312
"Tuscarawas, OH",#,92582
"Union, OH",#,52300
"Van Wert, OH",#,28744
"Vinton, OH",#,13435
"Warren, OH",#,212693
"Washington, OH",#,61778
"Wayne, OH",#,114520
"Williams, OH",#,37642
"Wood, OH",#,125488
"Wyandot, OH",#,22615
OKLAHOMA,#,3751351
"Adair, OK",#,22683
"Alfalfa, OK",#,5642
"Atoka, OK",#,14182
"Beaver, OK",#,5636
"Beckham, OK",#,22119
"Blaine, OK",#,11943
"Bryan, OK",#,42416
"Caddo, OK",#,29600
"Canadian, OK",#,115541
"Carter, OK",#,47557
"Cherokee, OK",#,46987
"Choctaw, OK",#,15205
"Cimarron, OK",#,2475
"Cleveland, OK",#,255755
"Coal, OK",#,5925
"Comanche, OK",#,124098
"Cotton, OK",#,6193
"Craig, OK",#,15029
"Creek, OK",#,69967
"Custer, OK",#,27469
"Delaware, OK",#,41487
"Dewey, OK",#,4810
"Ellis, OK",#,4151
"Garfield, OK",#,60580
"Garvin, OK",#,27576
"Grady, OK",#,52431
"Grant, OK",#,4527
"Greer, OK",#,6239
"Harmon, OK",#,2922
"Harper, OK",#,3685
"Haskell, OK",#,12769
"Hughes, OK",#,14003
"Jackson, OK",#,26446
"Jefferson, OK",#,6472
"Johnston, OK",#,10957
"Kay, OK",#,46562
"Kingfisher, OK",#,15034
"Kiowa, OK",#,9446
"Latimer, OK",#,11154
"Le Flore, OK",#,50384
"Lincoln, OK",#,34273
"Logan, OK",#,41848
"Love, OK",#,9423
"McClain, OK",#,34506
"McCurtain, OK",#,33151
"McIntosh, OK",#,20252
"Major, OK",#,7527
"Marshall, OK",#,15840
"Mayes, OK",#,41259
"Murray, OK",#,13488
"Muskogee, OK",#,70990
"Noble, OK",#,11561
"Nowata, OK",#,10536
"Okfuskee, OK",#,12191
"Oklahoma, OK",#,718633
"Okmulgee, OK",#,40069
"Osage, OK",#,47472
"Ottawa, OK",#,31848
"Pawnee, OK",#,16577
"Payne, OK",#,77350
"Pittsburg, OK",#,45837
"Pontotoc, OK",#,37492
"Pottawatomie, OK",#,69442
"Pushmataha, OK",#,11572
"Roger Mills, OK",#,3647
"Rogers, OK",#,86905
"Seminole, OK",#,25482
"Sequoyah, OK",#,42391
"Stephens, OK",#,45048
"Texas, OK",#,20640
"Tillman, OK",#,7992
"Tulsa, OK",#,603403
"Wagoner, OK",#,73085
"Washington, OK",#,50976
"Washita, OK",#,11629
"Woods, OK",#,8878
"Woodward, OK",#,20081
OREGON,#,3831074
"Baker, OR",#,16134
"Benton, OR",#,85579
"Clackamas, OR",#,375992
"Clatsop, OR",#,37039
"Columbia, OR",#,49351
"Coos, OR",#,63043
"Crook, OR",#,20978
"Curry, OR",#,22364
"Deschutes, OR",#,157733
"Douglas, OR",#,107667
"Gilliam, OR",#,1871
"Grant, OR",#,7445
"Harney, OR",#,7422
"Hood River, OR",#,22346
"Jackson, OR",#,203206
"Jefferson, OR",#,21720
"Josephine, OR",#,82713
"Klamath, OR",#,66380
"Lake, OR",#,7895
"Lane, OR",#,351715
"Lincoln, OR",#,46034
"Linn, OR",#,116672
"Malheur, OR",#,31313
"Marion, OR",#,315335
"Morrow, OR",#,11173
"Multnomah, OR",#,735334
"Polk, OR",#,75403
"Sherman, OR",#,1765
"Tillamook, OR",#,25250
"Umatilla, OR",#,75889
"Union, OR",#,25748
"Wallowa, OR",#,7008
"Wasco, OR",#,25213
"Washington, OR",#,529710
"Wheeler, OR",#,1441
"Yamhill, OR",#,99193
PENNSYLVANIA,#,12702379
"Adams, PA",#,101407
"Allegheny, PA",#,1223348
"Armstrong, PA",#,68941
"Beaver, PA",#,170539
"Bedford, PA",#,49762
"Berks, PA",#,411442
"Blair, PA",#,127089
"Bradford, PA",#,62622
"Bucks, PA",#,625249
"Butler, PA",#,183862
"Cambria, PA",#,143679
"Cameron, PA",#,5085
"Carbon, PA",#,65249
"Centre, PA",#,153990
"Chester, PA",#,498886
"Clarion, PA",#,39988
"Clearfield, PA",#,81642
"Clinton, PA",#,39238
"Columbia, PA",#,67295
"Crawford, PA",#,88765
"Cumberland, PA",#,235406
"Dauphin, PA",#,268100
"Delaware, PA",#,558979
"Elk, PA",#,31946
"Erie, PA",#,280566
"Fayette, PA",#,136606
"Forest, PA",#,7716
"Franklin, PA",#,149618
"Fulton, PA",#,14845
"Greene, PA",#,38686
"Huntingdon, PA",#,45913
"Indiana, PA",#,88880
"Jefferson, PA",#,45200
"Juniata, PA",#,24636
"Lackawanna, PA",#,214437
"Lancaster, PA",#,519445
"Lawrence, PA",#,91108
"Lebanon, PA",#,133568
"Lehigh, PA",#,349497
"Luzerne, PA",#,320918
"Lycoming, PA",#,116111
"McKean, PA",#,43450
"Mercer, PA",#,116638
"Mifflin, PA",#,46682
"Monroe, PA",#,169842
"Montgomery, PA",#,799874
"Montour, PA",#,18267
"Northampton, PA",#,297735
"Northumberland, PA",#,94528
"Perry, PA",#,45969
"Philadelphia, PA",#,1526006
"Pike, PA",#,57369
"Potter, PA",#,17457
"Schuylkill, PA",#,148289
"Snyder, PA",#,39702
"Somerset, PA",#,77742
"Sullivan, PA",#,6428
"Susquehanna, PA",#,43356
"Tioga, PA",#,41981
"Union, PA",#,44947
"Venango, PA",#,54984
"Warren, PA",#,41815
"Washington, PA",#,207820
"Wayne, PA",#,52822
"Westmoreland, PA",#,365169
"Wyoming, PA",#,28276
"York, PA",#,434972
RHODE ISLAND,#,1052567
"Bristol, RI",#,49875
"Kent, RI",#,166158
"Newport, RI",#,82888
"Providence, RI",#,626667
"Washington, RI",#,126979
SOUTH CAROLINA,#,4625364
"Abbeville, SC",#,25417
"Aiken, SC",#,160099
"Allendale, SC",#,10419
"Anderson, SC",#,187126
"Bamberg, SC",#,15987
"Barnwell, SC",#,22621
"Beaufort, SC",#,162233
"Berkeley, SC",#,177843
"Calhoun, SC",#,15175
"Charleston, SC",#,350209
"Cherokee, SC",#,55342
"Chester, SC",#,33140
"Chesterfield, SC",#,46734
"Clarendon, SC",#,34971
"Colleton, SC",#,38892
"Darlington, SC",#,68681
"Dillon, SC",#,32062
"Dorchester, SC",#,136555
"Edgefield, SC",#,26985
"Fairfield, SC",#,23956
"Florence, SC",#,136885
"Georgetown, SC",#,60158
"Greenville, SC",#,451225
"Greenwood, SC",#,69661
"Hampton, SC",#,21090
"Horry, SC",#,269291
"Jasper, SC",#,24777
"Kershaw, SC",#,61697
"Lancaster, SC",#,76652
"Laurens, SC",#,66537
"Lee, SC",#,19220
"Lexington, SC",#,262391
"McCormick, SC",#,10233
"Marion, SC",#,33062
"Marlboro, SC",#,28933
"Newberry, SC",#,37508
"Oconee, SC",#,74273
"Orangeburg, SC",#,92501
"Pickens, SC",#,119224
"Richland, SC",#,384504
"Saluda, SC",#,19875
"Spartanburg, SC",#,284307
"Sumter, SC",#,107456
"Union, SC",#,28961
"Williamsburg, SC",#,34423
"York, SC",#,226073
SOUTH DAKOTA,#,814180
"Aurora, SD",#,2710
"Beadle, SD",#,17398
"Bennett, SD",#,3431
"Bon Homme, SD",#,7070
"Brookings, SD",#,31965
"Brown, SD",#,36531
"Brule, SD",#,5255
"Buffalo, SD",#,1912
"Butte, SD",#,10110
"Campbell, SD",#,1466
"Charles Mix, SD",#,9129
"Clark, SD",#,3691
"Clay, SD",#,13864
"Codington, SD",#,27227
"Corson, SD",#,4050
"Custer, SD",#,8216
"Davison, SD",#,19504
"Day, SD",#,5710
"Deuel, SD",#,4364
"Dewey, SD",#,5301
"Douglas, SD",#,3002
"Edmunds, SD",#,4071
"Fall River, SD",#,7094
"Faulk, SD",#,2364
"Grant, SD",#,7356
"Gregory, SD",#,4271
"Haakon, SD",#,1937
"Hamlin, SD",#,5903
"Hand, SD",#,3431
"Hanson, SD",#,3331
"Harding, SD",#,1255
"Hughes, SD",#,17022
"Hutchinson, SD",#,7343
"Hyde, SD",#,1420
"Jackson, SD",#,3031
"Jerauld, SD",#,2071
"Jones, SD",#,1006
"Kingsbury, SD",#,5148
"Lake, SD",#,11200
"Lawrence, SD",#,24097
"Lincoln, SD",#,44828
"Lyman, SD",#,3755
"McCook, SD",#,5618
"McPherson, SD",#,2459
"Marshall, SD",#,4656
"Meade, SD",#,25434
"Mellette, SD",#,2048
"Miner, SD",#,2389
"Minnehaha, SD",#,169468
"Moody, SD",#,6486
"Pennington, SD",#,100948
"Perkins, SD",#,2982
"Potter, SD",#,2329
"Roberts, SD",#,10149
"Sanborn, SD",#,2355
"Shannon, SD",#,13586
"Spink, SD",#,6415
"Stanley, SD",#,2966
"Sully, SD",#,1373
"Todd, SD",#,9612
"Tripp, SD",#,5644
"Turner, SD",#,8347
"Union, SD",#,14399
"Walworth, SD",#,5438
"Yankton, SD",#,22438
"Ziebach, SD",#,2801
TENNESSEE,#,6346105
"Anderson, TN",#,75129
"Bedford, TN",#,45058
"Benton, TN",#,16489
"Bledsoe, TN",#,12876
"Blount, TN",#,123010
"Bradley, TN",#,98963
"Campbell, TN",#,40716
"Cannon, TN",#,13801
"Carroll, TN",#,28522
"Carter, TN",#,57424
"Cheatham, TN",#,39105
"Chester, TN",#,17131
"Claiborne, TN",#,32213
"Clay, TN",#,7861
"Cocke, TN",#,35662
"Coffee, TN",#,52796
"Crockett, TN",#,14586
"Cumberland, TN",#,56053
"Davidson, TN",#,626681
"Decatur, TN",#,11757
"DeKalb, TN",#,18723
"Dickson, TN",#,49666
"Dyer, TN",#,38335
"Fayette, TN",#,38413
"Fentress, TN",#,17959
"Franklin, TN",#,41052
"Gibson, TN",#,49683
"Giles, TN",#,29485
"Grainger, TN",#,22657
"Greene, TN",#,68831
"Grundy, TN",#,13703
"Hamblen, TN",#,62544
"Hamilton, TN",#,336463
"Hancock, TN",#,6819
"Hardeman, TN",#,27253
"Hardin, TN",#,26026
"Hawkins, TN",#,56833
"Haywood, TN",#,18787
"Henderson, TN",#,27769
"Henry, TN",#,32330
"Hickman, TN",#,24690
"Houston, TN",#,8426
"Humphreys, TN",#,18538
"Jackson, TN",#,11638
"Jefferson, TN",#,51407
"Johnson, TN",#,18244
"Knox, TN",#,432226
"Lake, TN",#,7832
"Lauderdale, TN",#,27815
"Lawrence, TN",#,41869
"Lewis, TN",#,12161
"Lincoln, TN",#,33361
"Loudon, TN",#,48556
"McMinn, TN",#,52266
"McNairy, TN",#,26075
"Macon, TN",#,22248
"Madison, TN",#,98294
"Marion, TN",#,28237
"Marshall, TN",#,30617
"Maury, TN",#,80956
"Meigs, TN",#,11753
"Monroe, TN",#,44519
"Montgomery, TN",#,172331
"Moore, TN",#,6362
"Morgan, TN",#,21987
"Obion, TN",#,31807
"Overton, TN",#,22083
"Perry, TN",#,7915
"Pickett, TN",#,5077
"Polk, TN",#,16825
"Putnam, TN",#,72321
"Rhea, TN",#,31809
"Roane, TN",#,54181
"Robertson, TN",#,66283
"Rutherford, TN",#,262604
"Scott, TN",#,22228
"Sequatchie, TN",#,14112
"Sevier, TN",#,89889
"Shelby, TN",#,927644
"Smith, TN",#,19166
"Stewart, TN",#,13324
"Sullivan, TN",#,156823
"Sumner, TN",#,160645
"Tipton, TN",#,61081
"Trousdale, TN",#,7870
"Unicoi, TN",#,18313
"Union, TN",#,19109
"Van Buren, TN",#,5548
"Warren, TN",#,39839
"Washington, TN",#,122979
"Wayne, TN",#,17021
"Weakley, TN",#,35021
"White, TN",#,25841
"Williamson, TN",#,183182
"Wilson, TN",#,113993
TEXAS,#,25145561
"Anderson, TX",#,58458
"Andrews, TX",#,14786
"Angelina, TX",#,86771
"Aransas, TX",#,23158
"Archer, TX",#,9054
"Armstrong, TX",#,1901
"Atascosa, TX",#,44911
"Austin, TX",#,28417
"Bailey, TX",#,7165
"Bandera, TX",#,20485
"Bastrop, TX",#,74171
"Baylor, TX",#,3726
"Bee, TX",#,31861
"Bell, TX",#,310235
"Bexar, TX",#,1714773
"Blanco, TX",#,10497
"Borden, TX",#,641
"Bosque, TX",#,18212
"Bowie, TX",#,92565
"Brazoria, TX",#,313166
"Brazos, TX",#,194851
"Brewster, TX",#,9232
"Briscoe, TX",#,1637
"Brooks, TX",#,7223
"Brown, TX",#,38106
"Burleson, TX",#,17187
"Burnet, TX",#,42750
"Caldwell, TX",#,38066
"Calhoun, TX",#,21381
"Callahan, TX",#,13544
"Cameron, TX",#,406220
"Camp, TX",#,12401
"Carson, TX",#,6182
"Cass, TX",#,30464
"Castro, TX",#,8062
"Chambers, TX",#,35096
"Cherokee, TX",#,50845
"Childress, TX",#,7041
"Clay, TX",#,10752
"Cochran, TX",#,3127
"Coke, TX",#,3320
"Coleman, TX",#,8895
"Collin, TX",#,782341
"Collingsworth, TX",#,3057
"Colorado, TX",#,20874
"Comal, TX",#,108472
"Comanche, TX",#,13974
"Concho, TX",#,4087
"Cooke, TX",#,38437
"Coryell, TX",#,75388
"Cottle, TX",#,1505
"Crane, TX",#,4375
"Crockett, TX",#,3719
"Crosby, TX",#,6059
"Culberson, TX",#,2398
"Dallam, TX",#,6703
"Dallas, TX",#,2368139
"Dawson, TX",#,13833
"Deaf Smith, TX",#,19372
"Delta, TX",#,5231
"Denton, TX",#,662614
"DeWitt, TX",#,20097
"Dickens, TX",#,2444
"Dimmit, TX",#,9996
"Donley, TX",#,3677
"Duval, TX",#,11782
"Eastland, TX",#,18583
"Ector, TX",#,137130
"Edwards, TX",#,2002
"Ellis, TX",#,149610
"El Paso, TX",#,800647
"Erath, TX",#,37890
"Falls, TX",#,17866
"Fannin, TX",#,33915
"Fayette, TX",#,24554
"Fisher, TX",#,3974
"Floyd, TX",#,6446
"Foard, TX",#,1336
"Fort Bend, TX",#,585375
"Franklin, TX",#,10605
"Freestone, TX",#,19816
"Frio, TX",#,17217
"Gaines, TX",#,17526
"Galveston, TX",#,291309
"Garza, TX",#,6461
"Gillespie, TX",#,24837
"Glasscock, TX",#,1226
"Goliad, TX",#,7210
"Gonzales, TX",#,19807
"Gray, TX",#,22535
"Grayson, TX",#,120877
"Gregg, TX",#,121730
"Grimes, TX",#,26604
"Guadalupe, TX",#,131533
"Hale, TX",#,36273
"Hall, TX",#,3353
"Hamilton, TX",#,8517
"Hansford, TX",#,5613
"Hardeman, TX",#,4139
"Hardin, TX",#,54635
"Harris, TX",#,4092459
"Harrison, TX",#,65631
"Hartley, TX",#,6062
"Haskell, TX",#,5899
"Hays, TX",#,157107
"Hemphill, TX",#,3807
"Henderson, TX",#,78532
"Hidalgo, TX",#,774769
"Hill, TX",#,35089
"Hockley, TX",#,22935
"Hood, TX",#,51182
"Hopkins, TX",#,35161
"Houston, TX",#,23732
"Howard, TX",#,35012
"Hudspeth, TX",#,3476
"Hunt, TX",#,86129
"Hutchinson, TX",#,22150
"Irion, TX",#,1599
"Jack, TX",#,9044
"Jackson, TX",#,14075
"Jasper, TX",#,35710
"Jeff Davis, TX",#,2342
"Jefferson, TX",#,252273
"Jim Hogg, TX",#,5300
"Jim Wells, TX",#,40838
"Johnson, TX",#,150934
"Jones, TX",#,20202
"Karnes, TX",#,14824
"Kaufman, TX",#,103350
"Kendall, TX",#,33410
"Kenedy, TX",#,416
"Kent, TX",#,808
"Kerr, TX",#,49625
"Kimble, TX",#,4607
"King, TX",#,286
"Kinney, TX",#,3598
"Kleberg, TX",#,32061
"Knox, TX",#,3719
"Lamar, TX",#,49793
"Lamb, TX",#,13977
"Lampasas, TX",#,19677
"La Salle, TX",#,6886
"Lavaca, TX",#,19263
"Lee, TX",#,16612
"Leon, TX",#,16801
"Liberty, TX",#,75643
"Limestone, TX",#,23384
"Lipscomb, TX",#,3302
"Live Oak, TX",#,11531
"Llano, TX",#,19301
"Loving, TX",#,82
"Lubbock, TX",#,278831
"Lynn, TX",#,5915
"McCulloch, TX",#,8283
"McLennan, TX",#,234906
"McMullen, TX",#,707
"Madison, TX",#,13664
"Marion, TX",#,10546
"Martin, TX",#,4799
"Mason, TX",#,4012
"Matagorda, TX",#,36702
"Maverick, TX",#,54258
"Medina, TX",#,46006
"Menard, TX",#,2242
"Midland, TX",#,136872
"Milam, TX",#,24757
"Mills, TX",#,4936
"Mitchell, TX",#,9403
"Montague, TX",#,19719
"Montgomery, TX",#,455746
"Moore, TX",#,21904
"Morris, TX",#,12934
"Motley, TX",#,1210
"Nacogdoches, TX",#,64524
"Navarro, TX",#,47735
"Newton, TX",#,14445
"Nolan, TX",#,15216
"Nueces, TX",#,340223
"Ochiltree, TX",#,10223
"Oldham, TX",#,2052
"Orange, TX",#,81837
"Palo Pinto, TX",#,28111
"Panola, TX",#,23796
"Parker, TX",#,116927
"Parmer, TX",#,10269
"Pecos, TX",#,15507
"Polk, TX",#,45413
"Potter, TX",#,121073
"Presidio, TX",#,7818
"Rains, TX",#,10914
"Randall, TX",#,120725
"Reagan, TX",#,3367
"Real, TX",#,3309
"Red River, TX",#,12860
"Reeves, TX",#,13783
"Refugio, TX",#,7383
"Roberts, TX",#,929
"Robertson, TX",#,16622
"Rockwall, TX",#,78337
"Runnels, TX",#,10501
"Rusk, TX",#,53330
"Sabine, TX",#,10834
"San Augustine, TX",#,8865
"San Jacinto, TX",#,26384
"San Patricio, TX",#,64804
"San Saba, TX",#,6131
"Schleicher, TX",#,3461
"Scurry, TX",#,16921
"Shackelford, TX",#,3378
"Shelby, TX",#,25448
"Sherman, TX",#,3034
"Smith, TX",#,209714
"Somervell, TX",#,8490
"Starr, TX",#,60968
"Stephens, TX",#,9630
"Sterling, TX",#,1143
"Stonewall, TX",#,1490
"Sutton, TX",#,4128
"Swisher, TX",#,7854
"Tarrant, TX",#,1809034
"Taylor, TX",#,131506
"Terrell, TX",#,984
"Terry, TX",#,12651
"Throckmorton, TX",#,1641
"Titus, TX",#,32334
"Tom Green, TX",#,110224
"Travis, TX",#,1024266
"Trinity, TX",#,14585
"Tyler, TX",#,21766
"Upshur, TX",#,39309
"Upton, TX",#,3355
"Uvalde, TX",#,26405
"Val Verde, TX",#,48879
"Van Zandt, TX",#,52579
"Victoria, TX",#,86793
"Walker, TX",#,67861
"Waller, TX",#,43205
"Ward, TX",#,10658
"Washington, TX",#,33718
"Webb, TX",#,250304
"Wharton, TX",#,41280
"Wheeler, TX",#,5410
"Wichita, TX",#,131500
"Wilbarger, TX",#,13535
"Willacy, TX",#,22134
"Williamson, TX",#,422679
"Wilson, TX",#,42918
"Winkler, TX",#,7110
"Wise, TX",#,59127
"Wood, TX",#,41964
"Yoakum, TX",#,7879
"Young, TX",#,18550
"Zapata, TX",#,14018
"Zavala, TX",#,11677
UTAH,#,2763885
"Beaver, UT",#,6629
"Box Elder, UT",#,49975
"Cache, UT",#,112656
"Carbon, UT",#,21403
"Daggett, UT",#,1059
"Davis, UT",#,306479
"Duchesne, UT",#,18607
"Emery, UT",#,10976
"Garfield, UT",#,5172
"Grand, UT",#,9225
"Iron, UT",#,46163
"Juab, UT",#,10246
"Kane, UT",#,7125
"Millard, UT",#,12503
"Morgan, UT",#,9469
"Piute, UT",#,1556
"Rich, UT",#,2264
"Salt Lake, UT",#,1029655
"San Juan, UT",#,14746
"Sanpete, UT",#,27822
"Sevier, UT",#,20802
"Summit, UT",#,36324
"Tooele, UT",#,58218
"Uintah, UT",#,32588
"Utah, UT",#,516564
"Wasatch, UT",#,23530
"Washington, UT",#,138115
"Wayne, UT",#,2778
"Weber, UT",#,231236
VERMONT,#,625741
"Addison, VT",#,36821
"Bennington, VT",#,37125
"Caledonia, VT",#,31227
"Chittenden, VT",#,156545
"Essex, VT",#,6306
"Franklin, VT",#,47746
"Grand Isle, VT",#,6970
"Lamoille, VT",#,24475
"Orange, VT",#,28936
"Orleans, VT",#,27231
"Rutland, VT",#,61642
"Washington, VT",#,59534
"Windham, VT",#,44513
"Windsor, VT",#,56670
VIRGINIA,#,8001024
"Accomack, VA",#,33164
"Albemarle, VA",#,98970
"Alleghany, VA",#,16250
"Amelia, VA",#,12690
"Amherst, VA",#,32353
"Appomattox, VA",#,14973
"Arlington, VA",#,207627
"Augusta, VA",#,73750
"Bath, VA",#,4731
"Bedford, VA",#,68676
"Bland, VA",#,6824
"Botetourt, VA",#,33148
"Brunswick, VA",#,17434
"Buchanan, VA",#,24098
"Buckingham, VA",#,17146
"Campbell, VA",#,54842
"Caroline, VA",#,28545
"Carroll, VA",#,30042
"Charles City, VA",#,7256
"Charlotte, VA",#,12586
"Chesterfield, VA",#,316236
"Clarke, VA",#,14034
"Craig, VA",#,5190
"Culpeper, VA",#,46689
"Cumberland, VA",#,10052
"Dickenson, VA",#,15903
"Dinwiddie, VA",#,28001
"Essex, VA",#,11151
"Fairfax, VA",#,1081726
"Fauquier, VA",#,65203
"Floyd, VA",#,15279
"Fluvanna, VA",#,25691
"Franklin, VA",#,56159
"Frederick, VA",#,78305
"Giles, VA",#,17286
"Gloucester, VA",#,36858
"Goochland, VA",#,21717
"Grayson, VA",#,15533
"Greene, VA",#,18403
"Greensville, VA",#,12243
"Halifax, VA",#,36241
"Hanover, VA",#,99863
"Henrico, VA",#,306935
"Henry, VA",#,54151
"Highland, VA",#,2321
"Isle of Wight, VA",#,35270
"James City, VA",#,67009
"King and Queen, VA",#,6945
"King George, VA",#,23584
"King William, VA",#,15935
"Lancaster, VA",#,11391
"Lee, VA",#,25587
"Loudoun, VA",#,312311
"Louisa, VA",#,33153
"Lunenburg, VA",#,12914
"Madison, VA",#,13308
"Mathews, VA",#,8978
"Mecklenburg, VA",#,32727
"Middlesex, VA",#,10959
"Montgomery, VA",#,94392
"Nelson, VA",#,15020
"New Kent, VA",#,18429
"Northampton, VA",#,12389
"Northumberland, VA",#,12330
"Nottoway, VA",#,15853
"Orange, VA",#,33481
"Page, VA",#,24042
"Patrick, VA",#,18490
"Pittsylvania, VA",#,63506
"Powhatan, VA",#,28046
"Prince Edward, VA",#,23368
"Prince George, VA",#,35725
"Prince William, VA",#,402002
"Pulaski, VA",#,34872
"Rappahannock, VA",#,7373
"Richmond, VA",#,9254
"Roanoke, VA",#,92376
"Rockbridge, VA",#,22307
"Rockingham, VA",#,76314
"Russell, VA",#,28897
"Scott, VA",#,23177
"Shenandoah, VA",#,41993
"Smyth, VA",#,32208
"Southampton, VA",#,18570
"Spotsylvania, VA",#,122397
"Stafford, VA",#,128961
"Surry, VA",#,7058
"Sussex, VA",#,12087
"Tazewell, VA",#,45078
"Warren, VA",#,37575
"Washington, VA",#,54876
"Westmoreland, VA",#,17454
"Wise, VA",#,41452
"Wythe, VA",#,29235
"York, VA",#,65464
"Alexandria, VA",#,139966
"Bedford, VA",#,6222
"Bristol, VA",#,17835
"Buena Vista, VA",#,6650
